year,unitid,inst_name,state_abbr,inst_control,institution_level
"2016","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2016","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2016","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2016","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2016","153108","Central College","IA","Private not-for-profit","Four or more years"
"2016","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2016","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2016","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2016","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2016","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2016","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2016","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2016","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2016","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2016","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2016","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2016","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2016","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2016","153603","Iowa State University","IA","Public","Four or more years"
"2016","153621","Iowa Wesleyan University","IA","Private not-for-profit","Four or more years"
"2016","451954","ITT Technical Institute-Clive","IA","Private for-profit","Four or more years"
"2016","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2016","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2016","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2016","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2016","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2016","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2016","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2016","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2016","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2016","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2016","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2016","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2016","154174","Palmer College of Chiropractic","IA","Private not-for-profit","Four or more years"
"2016","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2016","480499","Shiloh University","IA","Private not-for-profit","Four or more years"
"2016","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2016","154262","St Luke's College","IA","Private not-for-profit","Four or more years"
"2016","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2016","153658","University of Iowa","IA","Public","Four or more years"
"2016","154095","University of Northern Iowa","IA","Public","Four or more years"
"2016","446729","University of Phoenix-Iowa","IA","Private for-profit","Four or more years"
"2016","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2016","154518","Waldorf University","IA","Private for-profit","Four or more years"
"2016","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2016","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2016","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2015","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2015","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2015","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2015","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2015","153108","Central College","IA","Private not-for-profit","Four or more years"
"2015","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2015","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2015","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2015","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2015","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2015","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2015","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2015","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2015","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2015","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2015","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2015","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2015","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2015","153603","Iowa State University","IA","Public","Four or more years"
"2015","153621","Iowa Wesleyan University","IA","Private not-for-profit","Four or more years"
"2015","459620","ITT Technical Institute-Cedar Rapids","IA","Private for-profit","Four or more years"
"2015","451954","ITT Technical Institute-Clive","IA","Private for-profit","Four or more years"
"2015","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2015","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2015","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2015","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2015","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2015","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2015","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2015","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2015","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2015","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2015","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2015","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2015","154174","Palmer College of Chiropractic","IA","Private not-for-profit","Four or more years"
"2015","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2015","480499","Shiloh University","IA","Private not-for-profit","Four or more years"
"2015","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2015","154262","St Luke's College","IA","Private not-for-profit","Four or more years"
"2015","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2015","153658","University of Iowa","IA","Public","Four or more years"
"2015","154095","University of Northern Iowa","IA","Public","Four or more years"
"2015","446729","University of Phoenix-Iowa","IA","Private for-profit","Four or more years"
"2015","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2015","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2015","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2015","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2015","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2014","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2014","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2014","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2014","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2014","153108","Central College","IA","Private not-for-profit","Four or more years"
"2014","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2014","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2014","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2014","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2014","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2014","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2014","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2014","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2014","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2014","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2014","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2014","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2014","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2014","153603","Iowa State University","IA","Public","Four or more years"
"2014","153621","Iowa Wesleyan College","IA","Private not-for-profit","Four or more years"
"2014","459620","ITT Technical Institute-Cedar Rapids","IA","Private for-profit","Four or more years"
"2014","451954","ITT Technical Institute-Clive","IA","Private for-profit","Four or more years"
"2014","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2014","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2014","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2014","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2014","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2014","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2014","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2014","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2014","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2014","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2014","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2014","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2014","154174","Palmer College of Chiropractic","IA","Private not-for-profit","Four or more years"
"2014","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2014","480499","Shiloh University","IA","Private not-for-profit","Four or more years"
"2014","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2014","154262","St Luke's College","IA","Private not-for-profit","Four or more years"
"2014","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2014","153658","University of Iowa","IA","Public","Four or more years"
"2014","154095","University of Northern Iowa","IA","Public","Four or more years"
"2014","446729","University of Phoenix-Iowa","IA","Private for-profit","Four or more years"
"2014","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2014","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2014","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2014","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2014","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2013","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2013","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2013","154022","Ashford University","IA","Private for-profit","Four or more years"
"2013","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2013","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2013","153108","Central College","IA","Private not-for-profit","Four or more years"
"2013","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2013","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2013","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2013","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2013","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2013","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2013","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2013","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2013","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2013","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2013","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2013","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2013","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2013","153603","Iowa State University","IA","Public","Four or more years"
"2013","153621","Iowa Wesleyan College","IA","Private not-for-profit","Four or more years"
"2013","459620","ITT Technical Institute-Cedar Rapids","IA","Private for-profit","Four or more years"
"2013","451954","ITT Technical Institute-Clive","IA","Private for-profit","Four or more years"
"2013","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2013","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2013","445416","Kaplan University-Council Bluffs Campus","IA","Private for-profit","Four or more years"
"2013","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2013","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2013","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2013","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2013","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2013","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2013","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2013","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2013","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2013","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2013","154174","Palmer College of Chiropractic-Davenport","IA","Private not-for-profit","Four or more years"
"2013","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2013","480499","Shiloh University","IA","Private not-for-profit","Four or more years"
"2013","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2013","154262","St Luke's College","IA","Private not-for-profit","Four or more years"
"2013","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2013","153658","University of Iowa","IA","Public","Four or more years"
"2013","154095","University of Northern Iowa","IA","Public","Four or more years"
"2013","446729","University of Phoenix-Des Moines Campus","IA","Private for-profit","Four or more years"
"2013","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2013","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2013","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2013","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2013","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2012","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2012","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2012","154022","Ashford University","IA","Private for-profit","Four or more years"
"2012","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2012","373085","Brown Mackie College-Quad Cities","IA","Private for-profit","Four or more years"
"2012","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2012","153108","Central College","IA","Private not-for-profit","Four or more years"
"2012","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2012","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2012","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2012","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2012","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2012","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2012","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2012","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2012","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2012","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2012","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2012","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2012","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2012","153603","Iowa State University","IA","Public","Four or more years"
"2012","153621","Iowa Wesleyan College","IA","Private not-for-profit","Four or more years"
"2012","459620","ITT Technical InstituteCedar Rapids","IA","Private for-profit","Four or more years"
"2012","451954","ITT Technical InstituteClive","IA","Private for-profit","Four or more years"
"2012","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2012","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2012","445416","Kaplan University-Council Bluffs Campus","IA","Private for-profit","Four or more years"
"2012","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2012","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2012","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2012","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2012","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2012","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2012","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2012","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2012","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2012","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2012","154174","Palmer College of Chiropractic-Davenport","IA","Private not-for-profit","Four or more years"
"2012","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2012","480499","Shiloh University","IA","Private not-for-profit","Four or more years"
"2012","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2012","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2012","153658","University of Iowa","IA","Public","Four or more years"
"2012","154095","University of Northern Iowa","IA","Public","Four or more years"
"2012","446729","University of Phoenix-Des Moines Campus","IA","Private for-profit","Four or more years"
"2012","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2012","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2012","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2012","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2012","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2011","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2011","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2011","154022","Ashford University","IA","Private for-profit","Four or more years"
"2011","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2011","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2011","153108","Central College","IA","Private not-for-profit","Four or more years"
"2011","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2011","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2011","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2011","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2011","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2011","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2011","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2011","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2011","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2011","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2011","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2011","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2011","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2011","153603","Iowa State University","IA","Public","Four or more years"
"2011","153621","Iowa Wesleyan College","IA","Private not-for-profit","Four or more years"
"2011","459620","ITT Technical InstituteCedar Rapids","IA","Private for-profit","Four or more years"
"2011","451954","ITT Technical InstituteClive","IA","Private for-profit","Four or more years"
"2011","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2011","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2011","445416","Kaplan University-Council Bluffs Campus","IA","Private for-profit","Four or more years"
"2011","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2011","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2011","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2011","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2011","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2011","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2011","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2011","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2011","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2011","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2011","154174","Palmer College of Chiropractic-Davenport","IA","Private not-for-profit","Four or more years"
"2011","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2011","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2011","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2011","153658","University of Iowa","IA","Public","Four or more years"
"2011","154095","University of Northern Iowa","IA","Public","Four or more years"
"2011","446729","University of Phoenix-Des Moines Campus","IA","Private for-profit","Four or more years"
"2011","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2011","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2011","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2011","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2011","154590","William Penn University","IA","Private not-for-profit","Four or more years"
"2010","152822","AIB College of Business","IA","Private not-for-profit","Four or more years"
"2010","152798","Allen College","IA","Private not-for-profit","Four or more years"
"2010","154022","Ashford University","IA","Private for-profit","Four or more years"
"2010","152992","Briar Cliff University","IA","Private not-for-profit","Four or more years"
"2010","153001","Buena Vista University","IA","Private not-for-profit","Four or more years"
"2010","153108","Central College","IA","Private not-for-profit","Four or more years"
"2010","153126","Clarke University","IA","Private not-for-profit","Four or more years"
"2010","153144","Coe College","IA","Private not-for-profit","Four or more years"
"2010","153162","Cornell College","IA","Private not-for-profit","Four or more years"
"2010","154156","Des Moines University-Osteopathic Medical Center","IA","Private not-for-profit","Four or more years"
"2010","153241","Divine Word College","IA","Private not-for-profit","Four or more years"
"2010","153250","Dordt College","IA","Private not-for-profit","Four or more years"
"2010","153269","Drake University","IA","Private not-for-profit","Four or more years"
"2010","153302","Emmaus Bible College","IA","Private not-for-profit","Four or more years"
"2010","153320","Faith Baptist Bible College and Theological Seminary","IA","Private not-for-profit","Four or more years"
"2010","153366","Graceland University-Lamoni","IA","Private not-for-profit","Four or more years"
"2010","153375","Grand View University","IA","Private not-for-profit","Four or more years"
"2010","153384","Grinnell College","IA","Private not-for-profit","Four or more years"
"2010","153427","Hamilton Technical College","IA","Private for-profit","Four or more years"
"2010","153603","Iowa State University","IA","Public","Four or more years"
"2010","153621","Iowa Wesleyan College","IA","Private not-for-profit","Four or more years"
"2010","459620","ITT Technical InstituteCedar Rapids","IA","Private for-profit","Four or more years"
"2010","451954","ITT Technical InstituteClive","IA","Private for-profit","Four or more years"
"2010","260910","Kaplan University-Cedar Falls Campus","IA","Private for-profit","Four or more years"
"2010","153418","Kaplan University-Cedar Rapids Campus","IA","Private for-profit","Four or more years"
"2010","445416","Kaplan University-Council Bluffs Campus","IA","Private for-profit","Four or more years"
"2010","260901","Kaplan University-Davenport Campus","IA","Private for-profit","Four or more years"
"2010","367024","Kaplan University-Des Moines Campus","IA","Private for-profit","Four or more years"
"2010","153409","Kaplan University-Mason City Campus","IA","Private for-profit","Four or more years"
"2010","153825","Loras College","IA","Private not-for-profit","Four or more years"
"2010","153834","Luther College","IA","Private not-for-profit","Four or more years"
"2010","153861","Maharishi University of Management","IA","Private not-for-profit","Four or more years"
"2010","153977","Mercy College of Health Sciences","IA","Private not-for-profit","Four or more years"
"2010","154004","Morningside College","IA","Private not-for-profit","Four or more years"
"2010","154013","Mount Mercy University","IA","Private not-for-profit","Four or more years"
"2010","154101","Northwestern College","IA","Private not-for-profit","Four or more years"
"2010","154174","Palmer College of Chiropractic-Davenport","IA","Private not-for-profit","Four or more years"
"2010","154235","Saint Ambrose University","IA","Private not-for-profit","Four or more years"
"2010","154350","Simpson College","IA","Private not-for-profit","Four or more years"
"2010","153278","University of Dubuque","IA","Private not-for-profit","Four or more years"
"2010","153658","University of Iowa","IA","Public","Four or more years"
"2010","154095","University of Northern Iowa","IA","Public","Four or more years"
"2010","446729","University of Phoenix-Des Moines Campus","IA","Private for-profit","Four or more years"
"2010","154493","Upper Iowa University","IA","Private not-for-profit","Four or more years"
"2010","154518","Waldorf College","IA","Private for-profit","Four or more years"
"2010","154527","Wartburg College","IA","Private not-for-profit","Four or more years"
"2010","154536","Wartburg Theological Seminary","IA","Private not-for-profit","Four or more years"
"2010","154590","William Penn University","IA","Private not-for-profit","Four or more years"